scode,dlat,dlon,divi,city,sname
10200,35.685414,139.782312,13,中央区,日本橋人形町郵便局
10210,35.5826457,139.7231658,13,大田区,大森郵便局
10220,35.6628897,139.7517713,13,港区,芝郵便局
10240,35.694531,139.765935,13,千代田区,小川町駅前郵便局
10270,35.64027,139.748043,13,港区,芝浦海岸通郵便局
10330,35.7678909,139.311552,13,羽村市,羽村郵便局
10350,35.651364,139.723351,13,港区,南麻布五郵便局
10380,35.669347,139.758999,13,中央区,銀座西郵便局
10410,35.6602914,139.7040784,13,渋谷区,渋谷郵便局
10430,35.670575,139.763364,13,中央区,銀座みゆき通郵便局
10450,35.640226,139.6677378,13,世田谷区,世田谷郵便局
10470,35.649594,139.745144,13,港区,慶應義塾前郵便局
10490,35.718935,139.76385,13,文京区,文京根津郵便局
10510,35.701621,139.7851,13,台東区,鳥越神社前郵便局
10530,35.573315,139.70055,13,大田区,池上郵便局
10550,35.646811,139.730726,13,港区,港白金三郵便局
10560,35.6990411,139.4154096,13,立川市,立川郵便局
10570,35.5881694,139.4639016,13,町田市,鶴川郵便局
10600,35.6050379,139.7362332,13,品川区,品川郵便局
10640,35.647654,139.74942,13,港区,港芝四郵便局
10650,35.631379,139.709056,13,目黒区,下目黒郵便局
10660,35.76719,139.349769,13,瑞穂町,瑞穂郵便局
10670,35.6731982,139.2639823,13,八王子市,恩方郵便局
10680,35.687537,139.772602,13,中央区,日本橋室町三井タワー内郵便局
10700,35.642253,139.7413812,13,港区,高輪郵便局
10730,35.661895,139.781713,13,中央区,京橋月島郵便局
10760,35.704325,139.776698,13,台東区,台東三郵便局
10770,35.696093,139.757188,13,千代田区,神田北神保町郵便局
10790,35.714876,139.750662,13,文京区,小石川一郵便局
10830,35.6672675,139.7691172,13,中央区,京橋郵便局
10840,35.676385,139.775212,13,中央区,中央八丁堀郵便局
10850,35.688472,139.726235,13,新宿区,四谷通二郵便局
10860,35.5585239,139.7179122,13,大田区,蒲田郵便局
10870,35.766916,139.664702,13,練馬区,練馬北町郵便局
10880,35.690117,139.780895,13,中央区,日本橋大伝馬町郵便局
10890,35.699755,139.721227,13,新宿区,牛込若松町郵便局
10950,35.638057,139.726842,13,港区,港白金台郵便局
10970,35.648805,139.712888,13,渋谷区,渋谷橋郵便局
11020,35.7094709,139.4624219,13,国分寺市,国分寺郵便局
11060,35.682823,139.781215,13,中央区,日本橋小網町郵便局
11080,35.662766,139.708916,13,渋谷区,渋谷青山通郵便局
11120,35.666884,139.749444,13,港区,虎ノ門ヒルズ郵便局
11130,35.680834,139.701934,13,渋谷区,代々木駅前通郵便局
11150,35.666628,139.705093,13,渋谷区,神宮前六郵便局
11200,35.731184,139.759816,13,文京区,文京千駄木四郵便局
11220,35.630721,139.654384,13,世田谷区,世田谷駒沢郵便局
11260,35.652873,139.744688,13,港区,三田国際ビル内郵便局
11270,35.7582686,139.4668004,13,東村山市,東村山郵便局
11280,35.690559,139.7718,13,千代田区,神田今川橋郵便局
11300,35.690573,139.776382,13,中央区,日本橋本町郵便局
11350,35.615042,139.744026,13,品川区,南品川一郵便局
11360,35.7492569,139.7136211,13,板橋区,板橋郵便局
11380,35.687541,139.777209,13,中央区,日本橋小舟町郵便局
11390,35.7034462,139.6666271,13,中野区,中野郵便局
11400,35.669313,139.75328,13,港区,西新橋郵便局
11420,35.6667428,139.3407478,13,八王子市,八王子郵便局
11430,35.6748172,139.4784834,13,府中市,武蔵府中郵便局
11440,35.7874014,139.2752632,13,青梅市,青梅郵便局
11450,35.5554108,139.4447983,13,町田市,町田郵便局
11460,35.7319306,139.2850452,13,あきる野市,あきる野郵便局
11470,35.7303957,139.5404114,13,西東京市,西東京郵便局
11480,35.8058738,139.0949583,13,奥多摩町,奥多摩郵便局
11490,35.6530782,139.5584,13,調布市,調布郵便局
11500,35.6710432,139.4039837,13,日野市,日野郵便局
11520,35.733354,139.708993,13,豊島区,池袋郵便局
11600,35.612714,139.629233,13,世田谷区,二子玉川郵便局
11610,35.749435,139.76934,13,荒川区,熊野前郵便局
11630,35.6799227993788,139.77402578927,13,中央区,日本橋郵便局
11640,35.654024,139.708297,13,渋谷区,渋谷東二郵便局
11670,35.752208,139.746784,13,北区,北堀船郵便局
11680,35.724809,139.730154,13,文京区,文京大塚五郵便局
11720,35.6493632,139.6323322,13,世田谷区,千歳郵便局
11730,35.7027653,139.8633052,13,江戸川区,江戸川郵便局
11770,35.776809,139.5180147,13,清瀬市,清瀬郵便局
11780,35.7282963,139.8865905,13,江戸川区,小岩郵便局
11790,35.7353457,139.6526326,13,練馬区,練馬郵便局
11820,35.673923,139.664612,13,渋谷区,渋谷笹塚郵便局
11850,35.7022,139.622596,13,杉並区,荻窪四郵便局
11870,35.736006,139.7464693,13,豊島区,駒込駅前郵便局
11900,35.7412349,139.5938738,13,練馬区,石神井郵便局
11910,35.709583,139.797168,13,台東区,雷門郵便局
11930,35.688764,139.814517,13,江東区,江東住吉郵便局
11950,35.7040823,139.5442627,13,武蔵野市,武蔵野境郵便局
11970,35.7101766,139.5618469,13,武蔵野市,武蔵野郵便局
12000,35.660138,139.695132,13,渋谷区,渋谷松濤郵便局
12140,35.627745,139.6938525,13,目黒区,目黒郵便局
12160,35.743905,139.724547,13,北区,滝野川郵便局
12180,35.703979,139.63591,13,杉並区,阿佐谷駅前郵便局
12190,35.668098,139.690524,13,渋谷区,渋谷富ケ谷一郵便局
12200,35.646259,139.708033,13,渋谷区,恵比寿駅前郵便局
12210,35.710847,139.704369,13,新宿区,新宿諏訪町郵便局
12240,35.73026,139.706561,13,豊島区,西池袋郵便局
12250,35.607151,139.686264,13,大田区,大岡山駅前郵便局
12260,35.597607,139.666785,13,大田区,田園調布駅前郵便局
12300,35.6336299,139.328975,13,八王子市,八王子南郵便局
12310,35.657176,139.696143,13,渋谷区,渋谷道玄坂郵便局
12320,35.753007,139.716006,13,板橋区,板橋四郵便局
12330,35.71982,139.714962,13,豊島区,雑司が谷郵便局
12340,35.648576,139.677838,13,世田谷区,世田谷池尻郵便局
12390,35.6867316,139.442019,13,国立市,国立郵便局
12460,35.709816,139.649936,13,中野区,中野大和町郵便局
12500,35.6218774,139.4216207,13,多摩市,多摩郵便局
12510,35.6731822,139.7261232,13,港区,赤坂郵便局
12520,35.6920651047065,139.740338267134,13,千代田区,麹町郵便局
12530,35.691404,139.779176,13,中央区,小伝馬町郵便局
12640,35.764326,139.705507,13,板橋区,板橋清水郵便局
12670,35.709878,139.6949,13,新宿区,新宿小滝橋郵便局
12780,35.763151,139.720548,13,北区,十条仲原郵便局
12800,35.669643,139.682311,13,渋谷区,渋谷上原郵便局
12820,35.634732,139.663213,13,世田谷区,世田谷上馬郵便局
12880,35.764209,139.84893,13,葛飾区,亀有郵便局
12900,35.669992,139.599001,13,世田谷区,千歳烏山郵便局
12940,35.6322675,139.5779106,13,狛江市,狛江駅前郵便局
12960,35.735884,139.789201,13,荒川区,荒川南千住郵便局
12980,35.696149,139.762072,13,千代田区,小川町郵便局
12990,35.6250377,139.7190059,13,品川区,大崎郵便局
13030,35.690399,139.679016,13,中野区,中野弥生郵便局
13050,35.651373,139.686554,13,目黒区,目黒大橋郵便局
13070,35.762219,139.673975,13,板橋区,上板橋郵便局
13100,35.607967,139.667146,13,目黒区,目黒自由が丘郵便局
13130,35.6988519,139.635963,13,杉並区,杉並郵便局
13140,35.7344579,139.7841524,13,荒川区,荒川郵便局
13150,35.6768471,139.6823548,13,渋谷区,代々木郵便局
13160,35.7361562,139.8395839,13,葛飾区,葛飾郵便局
13360,35.596014,139.685143,13,大田区,大田東雪谷二郵便局
13370,35.765562,139.735885,13,北区,王子五郵便局
13390,35.783163,139.721036,13,北区,赤羽岩淵駅前郵便局
13400,35.694336,139.4113,13,立川市,立川柴崎郵便局
13480,35.655221,139.648161,13,世田谷区,豪徳寺駅前郵便局
13670,35.6420228,139.2841621,13,八王子市,京王高尾駅前郵便局
13760,35.544866,139.446987,13,町田市,原町田六郵便局
13820,35.724303,139.4790256,13,小平市,一橋学園駅前郵便局
13850,35.737996,139.74942,13,北区,中里郵便局
13930,35.726841,139.716066,13,豊島区,豊島区役所前郵便局
13940,35.672391,139.818847,13,江東区,江東区文化センター内郵便局
13950,35.6698279,139.8677749,13,江戸川区,葛西郵便局
14040,35.662365,139.855801,13,江戸川区,葛西クリーンタウン内郵便局
14050,35.59893,139.750141,13,品川区,品川八潮郵便局
14070,35.737208,139.733021,13,豊島区,巣鴨郵便局
14200,35.667085,139.739949,13,港区,アーク森ビル内郵便局
14220,35.661254,139.873867,13,江戸川区,江戸川東葛西六郵便局
14230,35.681551,139.772806,13,中央区,日本橋南郵便局
14320,35.691803,139.695553,13,新宿区,新宿センタービル内郵便局
14330,35.580834,139.436218,13,町田市,町田山崎北郵便局
14370,35.674693,139.78377,13,中央区,中央新川二郵便局
14400,35.7685827,139.8481974,13,葛飾区,亀有駅前郵便局
14420,35.7651652,139.5879903,13,練馬区,大泉郵便局
14440,35.639902,139.487362,13,稲城市,稲城向陽台郵便局
14450,35.682904,139.686881,13,新宿区,東京オペラシティ郵便局
14500,35.673304,139.76753,13,中央区,銀座通郵便局
14510,35.665682,139.872673,13,江戸川区,葛西駅前郵便局
14560,35.630826,139.789956,13,江東区,ＴＦＴ内郵便局
14570,35.623747,139.40132,13,八王子市,京王堀之内駅前郵便局
14580,35.804492,139.806794,13,足立区,花畑西郵便局
14630,35.7489391,139.4726585,13,東村山市,久米川駅前郵便局
14680,35.729448,139.881461,13,江戸川区,南小岩フラワーロード郵便局
14700,35.7591283,139.6305056,13,練馬区,光が丘郵便局
14740,35.649965,139.756896,13,港区,シーバンスＮ館内郵便局
14780,35.693463,139.771676,13,千代田区,千代田鍛冶町郵便局
14810,35.664313,139.85792,13,江戸川区,西葛西駅前郵便局
14820,35.771538,139.520198,13,清瀬市,清瀬駅前郵便局
14900,35.7483933,139.4053312,13,武蔵村山市,武蔵村山郵便局
14910,35.612276,139.369324,13,八王子市,八王子南大沢五郵便局
14960,35.665231,139.31577,13,八王子市,八王子市役所前郵便局
14970,35.7145646938059,139.361529732959,13,昭島市,昭島駅前郵便局
14990,35.747557,139.702186,13,板橋区,板橋ハッピーロード郵便局
15020,35.663827,139.739069,13,港区,全特六本木ビル内郵便局
15030,35.706307,139.868735,13,江戸川区,江戸川区役所前郵便局
15070,35.730821,139.715597,13,豊島区,池袋サンシャイン通郵便局
15090,35.705722,139.775366,13,台東区,仲御徒町郵便局
15100,35.729842,139.708065,13,豊島区,東京芸術劇場郵便局
15120,35.678662,139.778278,13,中央区,日本橋茅場町郵便局
15150,35.659512,139.52518,13,調布市,調布飛田給郵便局
15170,35.687758,139.764278,13,千代田区,ＫＤＤＩ大手町ビル内郵便局
15240,35.729672,139.747464,13,文京区,文京グリーンコート郵便局
15260,35.687793,139.697776,13,渋谷区,新宿駅南口郵便局
15290,35.690182,139.707534,13,新宿区,新宿二郵便局
15310,35.693866,139.777143,13,千代田区,千代田岩本町郵便局
15340,35.684601,139.785541,13,中央区,中央人形町二郵便局
15350,35.647999,139.608191,13,世田谷区,世田谷祖師谷四郵便局
15360,35.713207,139.707255,13,新宿区,高田馬場二郵便局
15460,35.701687,139.779019,13,台東区,台東一郵便局
15470,35.64227,139.71321,13,渋谷区,恵比寿ガーデンプレイス郵便局
15480,35.66928,139.61643,13,世田谷区,八幡山駅前郵便局
15500,35.685346,139.690982,13,新宿区,新宿パークタワー内郵便局
15520,35.630219,139.777864,13,港区,お台場海浜公園前郵便局
15540,35.60815,139.729188,13,品川区,品川区役所前郵便局
15570,35.68608,139.77533,13,中央区,日本橋室町郵便局
15580,35.688688,139.773924,13,中央区,新日本橋駅前郵便局
15590,35.667002,139.778661,13,中央区,聖路加ガーデン内郵便局
15640,35.658779,139.813847,13,江東区,江東潮見郵便局
15650,35.693561,139.687836,13,新宿区,新宿アイタウン郵便局
15660,35.702137,139.414809,13,立川市,ファーレ立川郵便局
15800,35.72211,139.696162,13,新宿区,新宿下落合四郵便局
15810,35.7108932,139.6878948,13,中野区,落合郵便局
15820,35.696258,139.683397,13,中野区,中野坂上郵便局
15880,35.667045,139.765256,13,中央区,銀座七郵便局
15930,35.626309,139.742017,13,港区,品川インターシティ郵便局
15980,35.672639,139.770185,13,中央区,銀座一郵便局
16010,35.673117,139.740735,13,千代田区,山王パークタワー内郵便局
16020,35.511146,139.471386,13,町田市,グランベリーパーク郵便局
16070,35.540968,139.448098,13,町田市,町田駅前郵便局
16130,35.665368,139.761018,13,港区,汐留シティセンター郵便局
16150,35.680068,139.764692,13,千代田区,東京中央郵便局
17710,34.750709,139.3562568,13,大島町,大島郵便局
17720,34.6941384,139.4404543,13,大島町,波浮港郵便局
17730,34.3737206,139.2566216,13,新島村,新島郵便局
17740,34.084369,139.522418,13,三宅村,三宅島郵便局
17770,33.1220864,139.8023131,13,八丈町,三根郵便局
17780,33.102183,139.80051,13,八丈町,中ノ郷郵便局
17790,34.217113,139.154358,13,神津島村,神津島郵便局
17910,34.3274098,139.2157387,13,新島村,式根島郵便局
17940,27.0947241162599,142.191747218436,13,小笠原村,小笠原郵便局
